Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
Eastgate Shopping Center,Regional Supply Chain,2026-01-25,Novel Bestseller Fiction,Unit,35,12.75,BATCH-52664,,INV-593147,
Downtown Main Store,Quality Foods Ltd.,2025-11-20,Cookbook Mediterranean,Unit,19,17.29,BATCH-54097,,INV-787794,
Downtown Main Store,Premium Grocers Supply,2026-01-15,Cookbook Mediterranean,Unit,30,15.7,BATCH-97548,,INV-776966,Promotional stock
Downtown Main Store,Quality Foods Ltd.,2025-12-13,Cookbook Mediterranean,Unit,53,16.12,BATCH-97517,,INV-663584,
South Bay Store,FreshFarm Wholesale Co.,2025-11-11,Cookbook Mediterranean,Unit,33,15.12,BATCH-77190,,INV-282458,
South Bay Store,FreshFarm Wholesale Co.,2025-12-11,Cookbook Mediterranean,Unit,15,16.16,BATCH-81666,,INV-497931,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2025-12-04,Cookbook Mediterranean,Unit,52,16.39,BATCH-23738,,INV-102206,
Westside Mall Branch,Premium Grocers Supply,2025-12-11,Cookbook Mediterranean,Unit,21,15.74,BATCH-91887,,INV-127036,
Westside Mall Branch,Global Food Distributors,2026-02-02,Cookbook Mediterranean,Unit,52,19.89,BATCH-39181,,INV-738053,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-07,Cookbook Mediterranean,Unit,27,17.32,BATCH-79665,,INV-138810,Quality checked and approved
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-01-29,Cookbook Mediterranean,Unit,41,18.02,BATCH-81555,,INV-659282,Rush delivery
Northpoint Outlet,Express Distribution Co.,2025-11-19,Cookbook Mediterranean,Unit,29,19.66,BATCH-28853,,INV-669311,Quality checked and approved
Downtown Main Store,Global Food Distributors,2026-01-11,Self-Help Book Mindfulness,Unit,33,11.87,BATCH-44870,,INV-799025,Quality checked and approved
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-30,Self-Help Book Mindfulness,Unit,44,12.81,BATCH-82493,,INV-686635,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-19,Self-Help Book Mindfulness,Unit,32,13.58,BATCH-20529,,INV-403054,Seasonal inventory
Westside Mall Branch,Regional Supply Chain,2025-11-19,Self-Help Book Mindfulness,Unit,25,13.42,BATCH-50373,,INV-899953,Seasonal inventory
Westside Mall Branch,Quality Foods Ltd.,2025-11-29,Self-Help Book Mindfulness,Unit,43,13.23,BATCH-62227,,INV-153122,Seasonal inventory
Westside Mall Branch,Prime Importers,2026-01-26,Self-Help Book Mindfulness,Unit,29,10.34,BATCH-43267,,INV-319756,Rush delivery
Northpoint Outlet,Bulk Foods Warehouse,2026-01-08,Self-Help Book Mindfulness,Unit,28,11.68,BATCH-50188,,INV-908284,Promotional stock
Eastgate Shopping Center,Express Distribution Co.,2025-11-18,Self-Help Book Mindfulness,Unit,57,11.42,BATCH-40309,,INV-430188,Rush delivery
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-11-06,Self-Help Book Mindfulness,Unit,69,12.13,BATCH-67090,,INV-770111,Promotional stock
Eastgate Shopping Center,Global Food Distributors,2025-12-04,Self-Help Book Mindfulness,Unit,48,13.01,BATCH-25221,,INV-184320,Seasonal inventory
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-22,Children's Book Adventure,Unit,88,10.06,BATCH-84522,,INV-825999,Promotional stock
Westside Mall Branch,Premium Grocers Supply,2025-12-06,Children's Book Adventure,Unit,48,9.74,BATCH-27811,,INV-763618,
Westside Mall Branch,Eco-Friendly Suppliers,2025-12-03,Children's Book Adventure,Unit,73,9.38,BATCH-23978,,INV-243678,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2025-12-27,Children's Book Adventure,Unit,48,10.12,BATCH-86084,,INV-578846,
Downtown Main Store,Express Distribution Co.,2026-02-02,Children's Book Adventure,Unit,105,9.96,BATCH-90862,,INV-386843,
South Bay Store,Bulk Foods Warehouse,2025-11-12,Children's Book Adventure,Unit,87,10.22,BATCH-65559,,INV-315944,Rush delivery
South Bay Store,Express Distribution Co.,2025-12-29,Children's Book Adventure,Unit,34,8.92,BATCH-73434,,INV-576696,Promotional stock
South Bay Store,Mega Suppliers Inc.,2026-01-22,Children's Book Adventure,Unit,83,9.73,BATCH-61447,,INV-466515,
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-01-10,Children's Book Adventure,Unit,46,8.04,BATCH-62791,,INV-454520,
Eastgate Shopping Center,Premium Grocers Supply,2026-01-29,Children's Book Adventure,Unit,83,9.2,BATCH-12991,,INV-249667,
Northpoint Outlet,Prime Importers,2026-01-02,Children's Book Adventure,Unit,93,10.37,BATCH-56874,,INV-242974,Rush delivery
Northpoint Outlet,Eco-Friendly Suppliers,2025-11-24,Children's Book Adventure,Unit,104,10.16,BATCH-32246,,INV-131028,
Northpoint Outlet,Express Distribution Co.,2025-12-21,Children's Book Adventure,Unit,69,10.01,BATCH-95607,,INV-527178,
Westside Mall Branch,Bulk Foods Warehouse,2026-01-24,Magazine Monthly Lifestyle,Unit,88,5.61,BATCH-81181,,INV-693126,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-19,Magazine Monthly Lifestyle,Unit,93,5.35,BATCH-82612,,INV-204895,Rush delivery
Northpoint Outlet,Prime Importers,2025-12-11,Magazine Monthly Lifestyle,Unit,126,5.75,BATCH-74548,,INV-981739,
Downtown Main Store,Premium Grocers Supply,2025-11-05,Magazine Monthly Lifestyle,Unit,132,5.96,BATCH-52984,,INV-900119,
Downtown Main Store,Quality Foods Ltd.,2025-12-05,Magazine Monthly Lifestyle,Unit,128,4.87,BATCH-38659,,INV-676230,
Downtown Main Store,Quality Foods Ltd.,2025-12-09,Magazine Monthly Lifestyle,Unit,132,6.3,BATCH-35100,,INV-413372,
Northpoint Outlet,Quality Foods Ltd.,2025-11-06,Watch Digital Smartwatch,Unit,29,157.74,BATCH-31704,,INV-921290,
Northpoint Outlet,Eco-Friendly Suppliers,2025-11-14,Watch Digital Smartwatch,Unit,15,152.3,BATCH-96350,,INV-127030,
Northpoint Outlet,Regional Supply Chain,2026-01-24,Watch Digital Smartwatch,Unit,28,127.83,BATCH-28760,,INV-214777,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-04,Watch Digital Smartwatch,Unit,23,141.27,BATCH-67938,,INV-850747,Rush delivery
Eastgate Shopping Center,Global Food Distributors,2026-01-17,Watch Digital Smartwatch,Unit,34,159.37,BATCH-97225,,INV-885082,
Eastgate Shopping Center,Prime Importers,2025-12-30,Watch Digital Smartwatch,Unit,38,127.28,BATCH-63169,,INV-249209,Quality checked and approved
Westside Mall Branch,Regional Supply Chain,2025-11-12,Watch Digital Smartwatch,Unit,37,141.32,BATCH-41282,,INV-147321,
Westside Mall Branch,Quality Foods Ltd.,2025-11-12,Watch Digital Smartwatch,Unit,31,129.59,BATCH-44927,,INV-135376,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2026-01-10,Watch Digital Smartwatch,Unit,40,156.66,BATCH-66204,,INV-632682,
Downtown Main Store,Prime Importers,2026-01-18,Watch Digital Smartwatch,Unit,13,154.9,BATCH-75727,,INV-207038,Rush delivery
South Bay Store,Regional Supply Chain,2025-12-20,Watch Digital Smartwatch,Unit,12,150.36,BATCH-37393,,INV-299150,Rush delivery
South Bay Store,Prime Importers,2026-02-01,Watch Digital Smartwatch,Unit,33,135.09,BATCH-98616,,INV-858055,
South Bay Store,Eco-Friendly Suppliers,2025-11-21,Watch Digital Smartwatch,Unit,37,134.67,BATCH-64788,,INV-874600,Seasonal inventory
Downtown Main Store,Prime Importers,2026-01-23,Necklace Silver Chain,Unit,18,38.41,BATCH-68969,,INV-638821,Rush delivery
Downtown Main Store,Express Distribution Co.,2026-01-07,Necklace Silver Chain,Unit,54,37.12,BATCH-34493,,INV-961009,Seasonal inventory
Northpoint Outlet,Bulk Foods Warehouse,2026-01-02,Necklace Silver Chain,Unit,26,35.47,BATCH-99178,,INV-257733,Rush delivery
South Bay Store,Prime Importers,2025-12-13,Necklace Silver Chain,Unit,24,35.48,BATCH-22209,,INV-974934,Rush delivery
Eastgate Shopping Center,Regional Supply Chain,2026-01-02,Necklace Silver Chain,Unit,44,37.94,BATCH-57977,,INV-137877,
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-01-17,Necklace Silver Chain,Unit,20,37.16,BATCH-49095,,INV-406433,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-15,Necklace Silver Chain,Unit,31,37.41,BATCH-20507,,INV-472834,Quality checked and approved
Northpoint Outlet,Quality Foods Ltd.,2026-01-08,Earrings Gold Studs,Unit,51,25.79,BATCH-76153,,INV-636574,
Northpoint Outlet,Regional Supply Chain,2026-01-09,Earrings Gold Studs,Unit,57,24.77,BATCH-56600,,INV-213697,
Westside Mall Branch,Quality Foods Ltd.,2026-02-02,Earrings Gold Studs,Unit,55,25.23,BATCH-48558,,INV-316289,Seasonal inventory
South Bay Store,FreshFarm Wholesale Co.,2025-12-04,Earrings Gold Studs,Unit,61,26.24,BATCH-64210,,INV-478837,
South Bay Store,Quality Foods Ltd.,2025-12-11,Earrings Gold Studs,Unit,25,26.77,BATCH-49638,,INV-371820,
Eastgate Shopping Center,Premium Grocers Supply,2025-12-03,Earrings Gold Studs,Unit,26,28.36,BATCH-25807,,INV-763432,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2026-01-03,Earrings Gold Studs,Unit,55,24.55,BATCH-76117,,INV-538279,Rush delivery
Eastgate Shopping Center,Premium Grocers Supply,2025-12-20,Bracelet Leather Brown,Unit,56,20.97,BATCH-10498,,INV-790856,Quality checked and approved
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-11-07,Bracelet Leather Brown,Unit,36,18.35,BATCH-45042,,INV-581425,Promotional stock
Eastgate Shopping Center,Prime Importers,2025-11-28,Bracelet Leather Brown,Unit,39,20.54,BATCH-56941,,INV-633969,
Westside Mall Branch,Express Distribution Co.,2025-12-06,Bracelet Leather Brown,Unit,58,20.05,BATCH-27875,,INV-136359,
Westside Mall Branch,Bulk Foods Warehouse,2026-02-01,Bracelet Leather Brown,Unit,79,21.01,BATCH-11714,,INV-218314,Promotional stock
Downtown Main Store,Global Food Distributors,2025-12-06,Bracelet Leather Brown,Unit,51,19.57,BATCH-54196,,INV-928072,Quality checked and approved
Downtown Main Store,Prime Importers,2025-12-08,Bracelet Leather Brown,Unit,44,22.89,BATCH-28777,,INV-874859,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2026-01-22,Bracelet Leather Brown,Unit,28,18.39,BATCH-84259,,INV-313013,Seasonal inventory
South Bay Store,Bulk Foods Warehouse,2026-01-30,Bracelet Leather Brown,Unit,45,18.74,BATCH-76111,,INV-249008,
South Bay Store,Premium Grocers Supply,2025-12-07,Bracelet Leather Brown,Unit,49,18.27,BATCH-53495,,INV-653912,
Northpoint Outlet,Mega Suppliers Inc.,2025-12-02,Bracelet Leather Brown,Unit,26,18.27,BATCH-89064,,INV-586097,Rush delivery
Downtown Main Store,Global Food Distributors,2025-11-10,Ring Diamond Engagement,Unit,15,752,BATCH-67040,,INV-689993,Rush delivery
Downtown Main Store,Premium Grocers Supply,2025-12-22,Ring Diamond Engagement,Unit,20,623.57,BATCH-13086,,INV-913145,Seasonal inventory
Downtown Main Store,Premium Grocers Supply,2025-11-14,Ring Diamond Engagement,Unit,11,652.3,BATCH-55826,,INV-276633,Quality checked and approved
Westside Mall Branch,Express Distribution Co.,2025-12-26,Ring Diamond Engagement,Unit,14,624.55,BATCH-38589,,INV-966111,Quality checked and approved
Westside Mall Branch,Premium Grocers Supply,2025-11-06,Ring Diamond Engagement,Unit,13,612.97,BATCH-36302,,INV-582984,Promotional stock
Westside Mall Branch,Bulk Foods Warehouse,2025-11-24,Ring Diamond Engagement,Unit,19,738.24,BATCH-95161,,INV-678870,
South Bay Store,Premium Grocers Supply,2025-12-01,Ring Diamond Engagement,Unit,8,606.24,BATCH-49217,,INV-138821,Seasonal inventory
South Bay Store,Quality Foods Ltd.,2026-01-14,Ring Diamond Engagement,Unit,19,686.24,BATCH-87270,,INV-169750,Seasonal inventory
South Bay Store,Prime Importers,2025-12-12,Ring Diamond Engagement,Unit,15,693.46,BATCH-63820,,INV-534195,
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-01-19,Ring Diamond Engagement,Unit,17,795.96,BATCH-56842,,INV-572128,Rush delivery
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-15,Ring Diamond Engagement,Unit,10,704.98,BATCH-37411,,INV-466014,
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-14,Ring Diamond Engagement,Unit,19,742.62,BATCH-60504,,INV-958268,Quality checked and approved
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-25,Ring Diamond Engagement,Unit,11,600.91,BATCH-78282,,INV-576802,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-16,Ring Diamond Engagement,Unit,11,779.6,BATCH-68784,,INV-828760,Seasonal inventory
Eastgate Shopping Center,Premium Grocers Supply,2025-11-16,Hammer Claw 16oz,Unit,47,14.78,BATCH-15124,,INV-903569,Promotional stock
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-29,Hammer Claw 16oz,Unit,47,12.14,BATCH-54856,,INV-144404,
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-20,Hammer Claw 16oz,Unit,57,13,BATCH-98669,,INV-286242,Seasonal inventory
Downtown Main Store,Prime Importers,2026-01-14,Hammer Claw 16oz,Unit,60,15.28,BATCH-89647,,INV-470572,Seasonal inventory
Downtown Main Store,Bulk Foods Warehouse,2025-12-22,Hammer Claw 16oz,Unit,40,15.63,BATCH-93623,,INV-647084,Quality checked and approved
Northpoint Outlet,Prime Importers,2025-12-10,Hammer Claw 16oz,Unit,21,13.88,BATCH-32815,,INV-998254,
Northpoint Outlet,Global Food Distributors,2025-12-27,Hammer Claw 16oz,Unit,46,14.18,BATCH-65919,,INV-252758,Rush delivery
Westside Mall Branch,Premium Grocers Supply,2026-01-26,Hammer Claw 16oz,Unit,49,14.71,BATCH-13124,,INV-156980,Seasonal inventory
Westside Mall Branch,Express Distribution Co.,2025-11-13,Hammer Claw 16oz,Unit,45,15.3,BATCH-27004,,INV-514980,
Westside Mall Branch,Prime Importers,2025-11-09,Hammer Claw 16oz,Unit,35,15.16,BATCH-81650,,INV-768923,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2026-01-27,Screwdriver Set 20pcs,Unit,76,27.04,BATCH-98708,,INV-698265,
Eastgate Shopping Center,Global Food Distributors,2025-12-10,Screwdriver Set 20pcs,Unit,44,27.91,BATCH-39006,,INV-275324,Rush delivery
Eastgate Shopping Center,Express Distribution Co.,2026-01-31,Screwdriver Set 20pcs,Unit,42,27.65,BATCH-36989,,INV-502317,
Downtown Main Store,Express Distribution Co.,2026-01-16,Screwdriver Set 20pcs,Unit,59,21.76,BATCH-20253,,INV-859108,Promotional stock
Downtown Main Store,Prime Importers,2025-12-07,Screwdriver Set 20pcs,Unit,77,27.09,BATCH-24653,,INV-108671,Rush delivery
South Bay Store,Premium Grocers Supply,2026-01-13,Screwdriver Set 20pcs,Unit,40,24.65,BATCH-87299,,INV-128583,Rush delivery
South Bay Store,FreshFarm Wholesale Co.,2025-12-12,Screwdriver Set 20pcs,Unit,78,22.61,BATCH-36113,,INV-157376,Promotional stock
South Bay Store,Eco-Friendly Suppliers,2025-12-21,Screwdriver Set 20pcs,Unit,72,23.96,BATCH-15209,,INV-400274,
Northpoint Outlet,Quality Foods Ltd.,2025-12-23,Screwdriver Set 20pcs,Unit,38,25.66,BATCH-92685,,INV-106148,
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-12-30,Drill Cordless 18V,Unit,30,87.37,BATCH-22228,,INV-338000,Rush delivery
Eastgate Shopping Center,Express Distribution Co.,2025-11-30,Drill Cordless 18V,Unit,23,85.5,BATCH-64731,,INV-943371,Seasonal inventory
Northpoint Outlet,Prime Importers,2026-01-26,Drill Cordless 18V,Unit,23,97.83,BATCH-27265,,INV-927864,Seasonal inventory
Downtown Main Store,Prime Importers,2026-01-01,Drill Cordless 18V,Unit,25,101.9,BATCH-11151,,INV-147343,Quality checked and approved
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-20,Drill Cordless 18V,Unit,30,87.52,BATCH-12283,,INV-855231,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-19,Drill Cordless 18V,Unit,16,89.19,BATCH-90610,,INV-470963,
Northpoint Outlet,Eco-Friendly Suppliers,2025-11-18,Wrench Set Metric,Unit,37,35.04,BATCH-46811,,INV-231076,Promotional stock
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-19,Wrench Set Metric,Unit,48,29.83,BATCH-49791,,INV-159343,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2025-12-19,Wrench Set Metric,Unit,49,28.48,BATCH-83270,,INV-250570,Quality checked and approved
Westside Mall Branch,FreshFarm Wholesale Co.,2025-11-05,Wrench Set Metric,Unit,33,33.58,BATCH-37918,,INV-916432,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2025-12-10,Wrench Set Metric,Unit,39,27.52,BATCH-57080,,INV-655236,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2025-11-26,Wrench Set Metric,Unit,41,29.21,BATCH-35744,,INV-374569,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2026-01-03,Wrench Set Metric,Unit,32,28.84,BATCH-56375,,INV-274360,
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-12-17,Wrench Set Metric,Unit,21,33.87,BATCH-68593,,INV-637045,
Eastgate Shopping Center,Quality Foods Ltd.,2026-02-02,Tape Measure 25ft,Unit,75,9.51,BATCH-62739,,INV-202242,Rush delivery
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-18,Tape Measure 25ft,Unit,77,7.86,BATCH-98166,,INV-364482,
Downtown Main Store,Prime Importers,2025-11-30,Tape Measure 25ft,Unit,47,8.36,BATCH-50198,,INV-466799,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2025-11-30,Tape Measure 25ft,Unit,73,9.61,BATCH-63968,,INV-949748,
South Bay Store,FreshFarm Wholesale Co.,2025-12-04,Tape Measure 25ft,Unit,92,10.19,BATCH-26135,,INV-242308,
South Bay Store,Express Distribution Co.,2025-12-05,Tape Measure 25ft,Unit,57,8.1,BATCH-53833,,INV-383953,
Northpoint Outlet,Mega Suppliers Inc.,2026-01-02,Tape Measure 25ft,Unit,66,9.86,BATCH-44363,,INV-981910,
Northpoint Outlet,Quality Foods Ltd.,2026-01-23,Tape Measure 25ft,Unit,81,10.19,BATCH-45631,,INV-145777,Promotional stock
Northpoint Outlet,Global Food Distributors,2026-01-07,Tape Measure 25ft,Unit,63,8.57,BATCH-52821,,INV-674158,Seasonal inventory
Westside Mall Branch,Express Distribution Co.,2025-12-28,Tape Measure 25ft,Unit,55,9.44,BATCH-99323,,INV-990554,Promotional stock
Westside Mall Branch,Bulk Foods Warehouse,2025-11-20,Tape Measure 25ft,Unit,65,9.76,BATCH-58891,,INV-342096,
Westside Mall Branch,Premium Grocers Supply,2025-11-11,Tape Measure 25ft,Unit,33,8.94,BATCH-78228,,INV-644288,
Westside Mall Branch,Bulk Foods Warehouse,2026-02-02,Pliers Set 3pcs,Unit,40,18.89,BATCH-39788,,INV-921800,Seasonal inventory
Westside Mall Branch,Global Food Distributors,2026-01-31,Pliers Set 3pcs,Unit,36,16.47,BATCH-50895,,INV-845857,
Northpoint Outlet,Prime Importers,2025-11-19,Pliers Set 3pcs,Unit,66,16.4,BATCH-16524,,INV-514849,Promotional stock
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-26,Pliers Set 3pcs,Unit,46,18.93,BATCH-80325,,INV-583271,Rush delivery
South Bay Store,Express Distribution Co.,2025-12-28,Pliers Set 3pcs,Unit,29,15.04,BATCH-20746,,INV-978969,
Downtown Main Store,Bulk Foods Warehouse,2026-01-30,Pliers Set 3pcs,Unit,30,16.71,BATCH-23945,,INV-489160,Rush delivery
Downtown Main Store,Eco-Friendly Suppliers,2025-12-20,Pliers Set 3pcs,Unit,64,16.76,BATCH-79311,,INV-284634,
Westside Mall Branch,Quality Foods Ltd.,2025-12-02,Ladder 6ft Aluminum,Unit,25,67.91,BATCH-27851,,INV-634684,
Northpoint Outlet,Prime Importers,2025-11-26,Ladder 6ft Aluminum,Unit,9,55.48,BATCH-30020,,INV-985302,Promotional stock
Northpoint Outlet,Quality Foods Ltd.,2025-12-30,Ladder 6ft Aluminum,Unit,27,63.76,BATCH-59858,,INV-155592,
South Bay Store,Prime Importers,2025-11-14,Ladder 6ft Aluminum,Unit,17,59.91,BATCH-33687,,INV-938031,Seasonal inventory
South Bay Store,Premium Grocers Supply,2026-01-01,Ladder 6ft Aluminum,Unit,21,54.38,BATCH-88741,,INV-963773,
Downtown Main Store,Regional Supply Chain,2025-11-13,Ladder 6ft Aluminum,Unit,26,70.26,BATCH-94845,,INV-155845,
Downtown Main Store,Regional Supply Chain,2025-11-28,Ladder 6ft Aluminum,Unit,24,59.45,BATCH-91209,,INV-599854,
Downtown Main Store,Premium Grocers Supply,2025-12-21,Ladder 6ft Aluminum,Unit,23,58.7,BATCH-18561,,INV-492037,Quality checked and approved
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-28,Ladder 6ft Aluminum,Unit,20,61.29,BATCH-14370,,INV-722347,Rush delivery
Eastgate Shopping Center,Express Distribution Co.,2026-01-21,Ladder 6ft Aluminum,Unit,10,58.44,BATCH-17448,,INV-492170,
Eastgate Shopping Center,Regional Supply Chain,2025-12-18,Ladder 6ft Aluminum,Unit,23,55.09,BATCH-78713,,INV-880705,
South Bay Store,Prime Importers,2025-12-16,Paint Brush Set 10pcs,Unit,67,15.59,BATCH-38893,,INV-861636,Rush delivery
Downtown Main Store,Eco-Friendly Suppliers,2025-11-22,Paint Brush Set 10pcs,Unit,22,12.14,BATCH-75542,,INV-826852,Quality checked and approved
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-29,Paint Brush Set 10pcs,Unit,44,13.11,BATCH-72574,,INV-876137,Rush delivery
Eastgate Shopping Center,Regional Supply Chain,2025-12-12,Paint Brush Set 10pcs,Unit,20,12.12,BATCH-34031,,INV-737311,
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-11-29,Paint Brush Set 10pcs,Unit,30,12.47,BATCH-13911,,INV-374254,Seasonal inventory
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-26,Paint Brush Set 10pcs,Unit,22,15.87,BATCH-80143,,INV-167478,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-02-02,Paint Brush Set 10pcs,Unit,60,12.39,BATCH-85288,,INV-594475,Promotional stock
Westside Mall Branch,Mega Suppliers Inc.,2026-01-05,Toolbox Portable 20-inch,Unit,50,23.75,BATCH-69715,,INV-606357,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-22,Toolbox Portable 20-inch,Unit,20,20.91,BATCH-14662,,INV-666323,
South Bay Store,Global Food Distributors,2026-01-03,Toolbox Portable 20-inch,Unit,18,21.14,BATCH-78507,,INV-870130,Rush delivery
South Bay Store,Global Food Distributors,2026-01-07,Toolbox Portable 20-inch,Unit,40,22.43,BATCH-94381,,INV-722635,Promotional stock
Northpoint Outlet,Quality Foods Ltd.,2026-01-26,Toolbox Portable 20-inch,Unit,20,23.49,BATCH-64674,,INV-688079,
Downtown Main Store,Prime Importers,2025-11-08,Toolbox Portable 20-inch,Unit,20,23.43,BATCH-17434,,INV-746687,
Downtown Main Store,Quality Foods Ltd.,2026-01-04,Toolbox Portable 20-inch,Unit,30,20.47,BATCH-27988,,INV-579886,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2025-11-08,Toolbox Portable 20-inch,Unit,56,22.59,BATCH-33815,,INV-141219,Seasonal inventory
South Bay Store,Prime Importers,2025-12-16,Safety Goggles,Unit,119,9.88,BATCH-25957,,INV-939656,
South Bay Store,Quality Foods Ltd.,2026-01-22,Safety Goggles,Unit,110,9.94,BATCH-83355,,INV-981569,
Northpoint Outlet,Premium Grocers Supply,2025-11-26,Safety Goggles,Unit,53,10.53,BATCH-50967,,INV-651667,
Northpoint Outlet,Regional Supply Chain,2025-12-08,Safety Goggles,Unit,79,10.28,BATCH-34850,,INV-215078,Promotional stock
Northpoint Outlet,Global Food Distributors,2025-11-09,Safety Goggles,Unit,47,9.34,BATCH-41802,,INV-462459,Promotional stock
Eastgate Shopping Center,Global Food Distributors,2026-01-08,Safety Goggles,Unit,89,11.13,BATCH-15776,,INV-671010,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2025-12-26,Garden Gloves Leather,Unit,45,13.19,BATCH-21666,,INV-490313,Seasonal inventory
Westside Mall Branch,Regional Supply Chain,2025-12-22,Garden Gloves Leather,Unit,31,11.73,BATCH-32293,,INV-496123,Rush delivery
Westside Mall Branch,Prime Importers,2025-12-10,Garden Gloves Leather,Unit,30,10.8,BATCH-70248,,INV-846807,Seasonal inventory
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-24,Garden Gloves Leather,Unit,37,12.08,BATCH-16675,,INV-946048,Rush delivery
Northpoint Outlet,Quality Foods Ltd.,2025-12-22,Garden Gloves Leather,Unit,87,11.17,BATCH-63457,,INV-545265,
South Bay Store,Mega Suppliers Inc.,2025-12-17,Garden Gloves Leather,Unit,32,11.7,BATCH-29495,,INV-224041,
South Bay Store,Express Distribution Co.,2026-02-01,Garden Gloves Leather,Unit,98,11.17,BATCH-71450,,INV-255085,Seasonal inventory
South Bay Store,Prime Importers,2025-12-24,Garden Gloves Leather,Unit,55,10.3,BATCH-93511,,INV-681142,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-13,Garden Gloves Leather,Unit,43,10.61,BATCH-88623,,INV-209933,Seasonal inventory
Downtown Main Store,Bulk Foods Warehouse,2025-12-06,Garden Gloves Leather,Unit,78,11.66,BATCH-74936,,INV-665398,Quality checked and approved
Downtown Main Store,Regional Supply Chain,2025-12-07,Garden Gloves Leather,Unit,99,10.97,BATCH-18881,,INV-732460,
Westside Mall Branch,Regional Supply Chain,2025-11-17,Lawn Mower Electric,Unit,17,162.92,BATCH-14610,,INV-290592,
Northpoint Outlet,Bulk Foods Warehouse,2025-12-31,Lawn Mower Electric,Unit,14,196.94,BATCH-22657,,INV-639273,
Northpoint Outlet,Premium Grocers Supply,2026-01-04,Lawn Mower Electric,Unit,12,160.13,BATCH-19925,,INV-203581,Promotional stock
Downtown Main Store,Regional Supply Chain,2025-11-24,Lawn Mower Electric,Unit,11,151.82,BATCH-70236,,INV-840299,Seasonal inventory
South Bay Store,Global Food Distributors,2026-01-16,Lawn Mower Electric,Unit,6,192.21,BATCH-16929,,INV-155883,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2025-12-05,Garden Hose 50ft,Unit,32,27.8,BATCH-50074,,INV-596869,
South Bay Store,Bulk Foods Warehouse,2026-01-17,Garden Hose 50ft,Unit,44,31.35,BATCH-25743,,INV-387563,
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-18,Garden Hose 50ft,Unit,51,29.74,BATCH-44998,,INV-503255,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-27,Garden Hose 50ft,Unit,46,25.41,BATCH-74879,,INV-447640,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-28,Garden Hose 50ft,Unit,17,26.57,BATCH-88031,,INV-826292,Quality checked and approved
Westside Mall Branch,Global Food Distributors,2025-11-14,Garden Hose 50ft,Unit,52,30.19,BATCH-17296,,INV-819569,Rush delivery
